(-11.408526005356254, -1.3259598631847676, 5.738333285059027)
(-11.353904133693257, -1.323726704950724, 5.754136807553045)
(-11.293786129847085, -1.314948667097295, 5.769007672658932)
(-11.226544104581352, -1.294574784691323, 5.783257671446234)
(-11.153717033773832, -1.2593209259490896, 5.796935559486223)
(-11.07813200425169, -1.2067578187278722, 5.810115502984802)
(-11.003331192039914, -1.1351539297519249, 5.822833224468861)
(-10.933230330431273, -1.043591551090318, 5.835105273155787)
(-10.871868682365076, -0.9320331355690602, 5.846955827156828)
(-10.82321325676365, -0.8013377394844349, 5.85842692277431)
(-10.790990933967374, -0.6532397254581289, 5.869576579399874)
(-10.77853560560726, -0.49029366707434785, 5.880470954104949)
(-10.788647892292031, -0.3157865550495565, 5.891175034929817)
(-10.823471163637508, -0.13361926512105485, 5.901744546923548)
(-10.884874667667766, 0.05197794867779468, 5.912224231059271)
(-10.972908303278896, 0.23715332847727133, 5.922871650496256)
(-11.0841054929727, 0.4201723105387427, 5.934199245771358)
(-11.21219359486737, 0.6016672887825292, 5.946513998908532)
(-11.350376846793596, 0.7832090051039685, 5.9596563114260706)
(-11.492156053481695, 0.9660656946516015, 5.973214793070312)
(-11.631631933446116, 1.1506890555150553, 5.986734619886213)
(-11.763650973493116, 1.33665839166585, 5.999832876309493)
(-11.883639513392039, 1.522477972159985, 6.01222384437514)
(-11.988386655292352, 1.7063599124586848, 6.023765242586341)
(-12.076272571689552, 1.886887045799366, 6.034501586317496)
(-12.148239837375808, 2.064249661534655, 6.0449240401119555)
(-12.208134140410603, 2.2400486295178075, 6.055769247083061)
(-12.260987683986881, 2.415386716244651, 6.067294257737728)
(-12.310199854476178, 2.5900599465236387, 6.07941549970494)
(-12.355688108785106, 2.7627566425553316, 6.091690067381045)
(-12.395344532030473, 2.9320216440940765, 6.103675705088947)
(-12.42656077116642, 3.0961639532075833, 6.115152081982586)
(-12.447019372473042, 3.2531644416959646, 6.126016203354245)
(-12.454962797516062, 3.4003574002325707, 6.136208916111903)
(-12.449402846223267, 3.5356134761659783, 6.1457445100347305)
(-12.429912085352807, 3.6578483754050657, 6.154727451846485)
(-12.396744954179782, 3.7680549710392204, 6.1634902059356325)
(-12.351268141825763, 3.869093959428556, 6.172587224729648)
(-12.295975967846413, 3.9642790274605013, 6.182302688759556)
