(-11.771676584500032, -1.1161944793825342, 2.764623818683084)
(-11.700555621409144, -1.1260721847296224, 2.8142234435127964)
(-11.62533429759946, -1.1290583449638087, 2.8625918085186224)
(-11.54409868795803, -1.1200013178274513, 2.9099617679907834)
(-11.449518694377787, -1.0922305675991484, 2.9609841330298408)
(-11.361817530658218, -1.048242683022777, 3.006446077695182)
(-11.276098504684159, -0.9847102664429445, 3.0510601868090808)
(-11.196221042130519, -0.9008136186893181, 3.0948526499323936)
(-11.13260019715926, -0.8079166513594418, 3.1335903306092923)
(-11.069749847882349, -0.6730004863443176, 3.1801365726618673)
(-11.030662790974057, -0.5318096918963028, 3.2217549995939425)
(-11.0121186636623, -0.37563870942240535, 3.2627777532392273)
(-11.016821321047596, -0.20782197789113463, 3.3032853338203862)
(-11.046815616788328, -0.03230343128198823, 3.343346665008086)
(-11.103385094174715, 0.1465095915827089, 3.3830140879815773)
(-11.186978817934307, 0.32391335781687247, 3.42232071521159)
(-11.297171988486772, 0.4950871323077904, 3.4612801502249484)
(-11.432662447959142, 0.655275639029731, 3.499888256239036)
(-11.591302425066457, 0.7999657721925688, 3.538126441140387)
(-11.770162632728626, 0.9250500367489531, 3.5759658457877985)
(-11.965624335542062, 1.0269708714889758, 3.6133718824716397)
(-12.173494202035545, 1.1028417282453205, 3.650308663446277)
(-12.389136511444713, 1.1505423296572166, 3.6867429613725133)
(-12.607617428646796, 1.1687867877414333, 3.7226474747982943)
(-12.823856411207112, 1.1571642214353233, 3.758003250752925)
(-13.032780244636267, 1.1161521780940802, 3.7928012222674727)
(-13.229475608264593, 1.0471036241086353, 3.8270428718865483)
(-13.409336403653437, 0.9522085902785049, 3.8607400821586193)
(-13.568202316360576, 0.8344318207620057, 3.893914285875268)
(-13.702485242646018, 0.6974280555915435, 3.926595039543483)
(-13.809280324478703, 0.5454369066142859, 3.958818185654975)
(-13.886458475435226, 0.38315971405086163, 3.990623761408408)
(-13.932737478523125, 0.21562126825803601, 4.022053833111891)
(-13.947729057167702, 0.048019839399772835, 4.053150415862837)
(-13.931959785171227, -0.11443047800257249, 4.083953638457464)
(-13.886864341513059, -0.2666605795472397, 4.114500269653311)
(-13.814750402987418, -0.4039053825602807, 4.144822687229239)
(-13.718735393631803, -0.5218558776210727, 4.17494832087861)
(-13.602656329265647, -0.6167989550244332, 4.204899531924416)
(-13.470955047363097, -0.6857399416449413, 4.234693853243508)
(-13.328542147614462, -0.7265032301905432, 4.264344467450343)
(-13.18064390430812, -0.7378070715345219, 4.2938607901780035)
(-13.032637184106518, -0.7193095044325781, 4.323249052132702)
(-12.88987795884011, -0.6716234779247546, 4.35251276313071)
(-12.757529300937962, -0.5963003634848759, 4.381653034309491)
(-12.640394800264803, -0.4957822407845295, 4.41066872876103)
(-12.542763150396082, -0.373324466095181, 4.439556469068836)
(-12.468269251925879, -0.23289108685909637, 4.46831053729828)
(-12.419776597931378, -0.07902660512461487, 4.496922712397285)
(-12.400221578951784, 0.0835641413380436, 4.52534162190315)
(-12.40899888248123, 0.25108113184104525, 4.5541297018983435)
(-12.440884503721293, 0.422487971773407, 4.583734443207963)
(-12.489113515499227, 0.5984500048199728, 4.614267108722207)
(-12.540760403563619, 0.7612827583165125, 4.642332578679524)
(-12.607348536065807, 0.9659268068915591, 4.676950603460415)
(-12.665181716045396, 1.1561940830840602, 4.7082585185719035)
(-12.715485584620383, 1.3485013566003188, 4.739011832319595)
(-12.754458866499391, 1.5403079365617638, 4.76895971515837)
(-12.779259146409967, 1.7286812876503774, 4.7979610352647795)
(-12.787873030403738, 1.9096273769857524, 4.8259222287765695)
(-12.779668247936437, 2.0806061035867094, 4.8528331872445305)
(-12.755572345398008, 2.2426340292542015, 4.879238779022018)
(-12.718498289936406, 2.398559141456144, 4.905935851461235)
(-12.67318387361688, 2.5519891038045364, 4.93320526474291)
(-12.624873076868495, 2.705169055388378, 4.960903712929325)
(-12.578506571196677, 2.859350272819006, 4.988702873209327)
(-12.538183756325008, 3.0150391860636705, 5.016278435920151)
(-12.507216347355968, 3.1726427518262263, 5.043423838221952)
(-12.48623011738685, 3.3316160808228004, 5.070277629368865)
(-12.472444146888478, 3.4905981204932206, 5.096866030534662)
(-12.461691471215314, 3.6481048584515197, 5.123101098400806)
(-12.44982266109019, 3.8023102625579894, 5.148862962588898)
(-12.433319414498786, 3.9509446055803967, 5.173999360132231)
(-12.40951487933117, 4.091094226662579, 5.198361024194481)
(-12.376742332288611, 4.220111190077104, 5.221863653732686)
(-12.334063925637155, 4.33645694205012, 5.244540918023962)
(-12.281178392402039, 4.440892913655032, 5.266680228548768)
(-12.21885872878895, 4.536027295870023, 5.288802152479217)
(-12.148986954912113, 4.624718614133444, 5.311180486376941)
(-12.073908422598384, 4.710140963486794, 5.333805896851748)
(-11.996030586265645, 4.794926917323674, 5.356555731215003)
(-11.917229985407515, 4.880868376207516, 5.379303408240643)
(-11.838023703862975, 4.967541098702124, 5.401949742227694)
(-11.75768756407271, 5.052009814816042, 5.424213634758894)
(-11.675281752035186, 5.131470938569009, 5.445916567145423)
(-11.590285897710842, 5.203777262946293, 5.466988038925848)
(-11.502468959512797, 5.269390494575728, 5.487546897023255)
(-11.412343746934848, 5.331563976051196, 5.507975298836043)
(-11.321751332913559, 5.3944584095911265, 5.528354153468533)
(-11.233663976823221, 5.461955874023421, 5.5485085626262585)
(-11.151872128116931, 5.537288826716317, 5.568192955058116)
(-11.080452032083079, 5.622766102560216, 5.58721176382452)
(-11.022325922425242, 5.719433230544113, 5.605601874708106)
(-10.977084743881267, 5.82635795041994, 5.623724186342318)
(-10.941229800881318, 5.941215389003196, 5.6419143150909745)
(-10.91017271768236, 6.061050716219569, 5.660248950047529)
(-10.879654585756947, 6.181953576413164, 5.678572312997059)
(-10.846696924469512, 6.300418422980859, 5.696609330754003)
(-10.809578419965552, 6.41408865638241, 5.714177436391701)
(-10.767817828905553, 6.5229809988927006, 5.731353203289635)
(-10.72229992370006, 6.629086504752625, 5.748445608405956)
(-10.674789644371877, 6.73444718764566, 5.765565172753728)
(-10.627064523923945, 6.8405560737076225, 5.7826334453033095)
(-10.580474316579549, 6.948335359995663, 5.799547400092848)
(-10.535840011414422, 7.058239529299121, 5.816243065832614)
(-10.493482306531023, 7.170568561079551, 5.832722959755192)
(-10.45286733311435, 7.284611934997687, 5.849026762065152)
(-10.412517881703614, 7.398221160434343, 5.865090049110985)
(-10.370726820921682, 7.5088024576827195, 5.880784403961066)
(-10.326130346628696, 7.614288144940237, 5.896035584546604)
(-10.277847554296853, 7.713667605503377, 5.910872326675903)
(-10.225518603243904, 7.806869555468759, 5.925408780853141)
(-10.16925095292554, 7.89448405196245, 5.939775651593942)
(-10.109453553854705, 7.977302302647319, 5.954049245588732)
(-10.046597803324643, 8.056087236117298, 5.96824352902778)
(-9.981101949119816, 8.13122338701298, 5.982326333588916)
(-9.913228476748737, 8.20293969024861, 5.996258041779928)
(-9.842971376980826, 8.271615348690272, 6.010059741810692)
(-9.770450943625507, 8.336004933879327, 6.023685256376353)
(-9.695848071208601, 8.394132232938361, 6.0369725050079355)
(-9.619229573611092, 8.444836563307279, 6.049853390733197)
(-9.540473316545603, 8.488775605326207, 6.06244118605559)
(-9.45944516967387, 8.528775697221512, 6.074995929446316)
(-9.376682359458572, 8.56816972004162, 6.087609183434418)
(-9.293099659845476, 8.609782130803987, 6.100210583199687)
(-9.209568130063786, 8.655116528704154, 6.112716316990256)
(-9.126441139128541, 8.704477166569953, 6.125083992913067)
(-9.043667991047746, 8.756468914584142, 6.137291206934446)
(-8.96098598970354, 8.808831772168285, 6.149263426302348)
(-8.877996507113778, 8.859983024416998, 6.160950885142874)
(-8.794335261752432, 8.909599184908362, 6.172395627588992)
(-8.70989769557442, 8.958350966868746, 6.183693288931241)
(-8.624875538821026, 9.007268859097833, 6.194893836133975)
(-8.539575997349523, 9.057340405053488, 6.2059858312744325)
(-8.454254485978234, 9.109389925327296, 6.216951102501421)
(-8.36911739317757, 9.163708562623022, 6.227783568102468)
(-8.284216787794136, 9.220063897372064, 6.238472304507654)
(-8.199511684819948, 9.277649041713737, 6.24900211830916)
(-8.114860111983091, 9.335545329901755, 6.259350667232452)
(-8.030073355595327, 9.393109088766657, 6.269519563389799)
(-7.945028926168027, 9.449986004113688, 6.279526985081511)
(-7.8596569323690675, 9.5061411053446, 6.289391553033563)
(-7.773936467855905, 9.561727997022803, 6.2991328720581405)
(-7.6878967340780795, 9.616852916371624, 6.308762785811686)
(-7.601638468892088, 9.671365877989372, 6.318261366232856)
(-7.515175641437999, 9.725301735593359, 6.327599559220153)
(-7.428453572996244, 9.77916366553451, 6.336799497282256)
(-7.341501453094032, 9.833621358297057, 6.345896456764353)
(-7.2544779395854455, 9.889046386672545, 6.354889171851772)
(-7.167494016098251, 9.945678610700435, 6.363748271140311)
(-7.08059738489072, 10.003837797843694, 6.372469070509919)
(-6.993858907604804, 10.06388102777811, 6.381061699888251)
(-6.907362796854166, 10.12618049308422, 6.389532867993044)
